title,overview,genre_ids,genre_names
Desert of Fire,"A desert bandit leader robs a jeep and hauls off a lot of American money. He doesn't get much of a chance to enjoy it, however, because he and his men are soon attacked by a ""phantom"", who kills all his men, and steals his weapons. When a beautiful young woman shows up in search of the money, she is raped by the phantom. When another man shows up the three of them decide to head into the desert to find the ""treasure"" and wind up finding something they weren't expecting.","28,12,10749","Action,Adventure,Romance"
Shoot First… Ask Questions Later,"The White, the Yellow, and the Black (Italian: Il bianco, il giallo, il nero, also known as Shoot First… Ask Questions Later) is a 1975 Spaghetti Western comedy film.  It is the last spaghetti western directed by Sergio Corbucci. Differently from his previous western films, this is openly parodic.","37,12,35","Western,Adventure,Comedy"
The Gigolo,"Fung looks like a super-heartthrob and was born with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…","10749,18,35","Romance,Drama,Comedy"
The Connection,"Newly transferred to the bustling port city of Marseille to assist with a crackdown on organized crime, energetic young magistrate Pierre Michel is given a rapid-fire tutorial on the ins and outs of an out-of-control drug trade. Pierre's wildly ambitious mission is to take on the French Connection, a highly organized operation that controls the city's underground heroin economy and is overseen by the notorious —and reputedly untouchable— Gaetan Zampa. Fearless, determined and willing to go the distance, Pierre plunges into an underworld world of insane danger and ruthless criminals.","53,80,28","Thriller,Crime,Action"
Notice to Quit,"Andy Singer, a struggling New York City realtor, finds his world crashing down around him when his estranged 10-year-old daughter, Anna, shows up unannounced on his doorstep in the middle of his eviction.","35,18","Comedy,Drama"
Vanya on 42nd Street,"An uninterrupted rehearsal of Chekhov's 'Uncle Vanya' plays out by a company of actors. The setting: their run-down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",18,Drama
A F**kload of Scotch Tape,"A musical Neo-Noir drama where a patsy is set up to take the fall for a kidnapping that leads to murder.  When the money he is paid is stolen, he embarks on a rampage of revenge. All singing, all fighting - FLOST is a throwback to the crime films of yesteryear mixed with the music of Kevin Quain.",,
Kottan ermittelt: Rien ne va plus,"Vienna is shaken by a mysterious series of murders. Except for Major Adolf Kottan, who is suspended. Indefinitely. Kottan's ex-police colleagues, the stiff-legged Paul Schremser and the trigger-happy Alfred Schrammel, take over the investigation and are completely in the dark. Next to each murder victim is a playing card with the inscription ""Rien ne va plus"". There are seven names on the back. Already three murders in 24 hours....","35,80","Comedy,Crime"
The Booze Cruise II: The Treasure Hunt,"The Booze Cruise is a series of three feature length comedy dramas written for British television by Paul Minett and Brian Leveson. In this episode the same characters go on a treasure hunt, and end up with their car being washed out to sea on a beach. Marcus (a businessman who deals with Dave's company) first appears in this episode.","35,18","Comedy,Drama"
The Grand Restaurant III,"He had opened his Great Restaurant twice, in 2010 and 2011, as part of an entertainment broadcast on France 2. Pierre Palmade “reopens it after work” in the form of a fiction offered by M6. Exit the brewery. The artist has chosen to shoot his film at the Froufrou, the restaurant at the Théâtre Édouard-VII, in Paris, a chic establishment with rococo decor, more solemn and therefore more appropriate to important moments in life, to his big announcements that make the subject of a series of sketches. They are interpreted by a cast of stars just as prestigious as that of his comrade Muriel Robin a few weeks ago in I Love you coiffure , on TF1. As a common thread, Pierre Palmade in the role of the host busy satisfying his customers, while ensuring that his mother (Marthe Villalonga), his competitor (Florence Foresti) and her cook husband (Jean Leduc) do not transform the evening in disaster.","35,10770","Comedy,TV Movie"
Bobbie Jo and the Outlaw,"A young country-star wannabe takes off from her carhop career to join with a young, modern Billy the Kid wannabe for an adventure in theft, murder and mayhem.","28,18,80","Action,Drama,Crime"
When a Stranger Calls,A student babysitter has her evening disturbed when the phone rings. So begins a series of increasingly terrifying and threatening calls that lead to a shocking revelation.,"27,53","Horror,Thriller"
Queercore: How to Punk a Revolution,"A documentary on Queercore, the cultural and social movement that began as an offshoot of punk and was distinguished by its discontent with society's disapproval of the gay, bisexual, lesbian and transgender communities.","99,10402","Documentary,Music"
I Saw the TV Glow,"Teenager Owen is just trying to make it through life in the suburbs when his classmate Maddy introduces him to a mysterious TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.","18,27","Drama,Horror"
Import/Export,"A nurse from Ukraine searches for a better life in the West, while an unemployed security guard from Austria heads East for the same reason. Both are looking for work, a new beginning, an existence, struggling to believe in themselves, to find a meaning in life...",18,Drama
About an investigation,"During an inquest after a woman is killed, the judge suspects his own son. The woman's lover had been friendly with the son and he was also supposed to be married to the judge's daughter.","80,18","Crime,Drama"
Judas' Gospel,"An innovative approach in retelling the tale of Judas Iscariot, known for his biblical betrayal of Jesus when he disclosed his whereabouts for 30 pieces of silver. About to die, Judas reflects on his life and his relationship with Jesus and the disciples.",18,Drama
Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER Alert.,"53,18","Thriller,Drama"
"A Invasão dos Canibais Independentes: editando, produzindo e trabalhando com a Canibal Filmes",,99,Documentary
Jo's Boy,"Grandson of a legendary rugby player, son of a legendary rugby player, and he himself a legendary rugby player, Jo Canavero raises his only son, Tom, in a small village in the Tarn region. To the great displeasure of Jo, thirteen-year-old Tom is as good at math as he is useless on the rugby field. For a Canavero, the legend can't stop there, even if it means setting up a rugby team specifically for Tom, despite the wishes of the whole village and of Tom himself.","35,18","Comedy,Drama"
